"STATION","NAME","DATE","AWND","PGTM","PRCP","TAVG","TMAX","TMIN","WDF2","WDF5","WSF2","WSF5","WT01","WT02","WT03","WT04","WT05","WT08","WT09"
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-21","9.17"," 0245","0.00",,"35","21","  350","  360","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-22","7.61"," 1538","0.03",,"37","17","  120","  100","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-23","6.49"," 1734","0.10",,"39","30","  300","  290","14.1","19.0","    1",,,,,"    1",
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-24","5.14"," 2046","0.00",,"43","30","  130","  140","14.1","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-25","3.36"," 1611","0.00",,"57","32","  220","  250","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-26","7.38"," 1016","0.17",,"55","40","  280","  250","16.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-27","6.93"," 2142","0.02",,"50","34","  100","  100","10.1","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-28","8.72"," 2352","1.39",,"49","39","  120","  150","18.1","27.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-29","14.76"," 1226","0.18",,"61","44","  230","  230","31.1","52.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-30","13.87"," 0151","0.00",,"44","39","  280","  270","25.1","35.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-03-31","8.28"," 0412","0.05",,"44","37","   10","   10","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-01","6.93"," 1009","0.00",,"48","38","   10","  360","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-02","6.93"," 1203","0.00",,"59","34","  330","  340","17.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-03","4.47"," 1429","0.00",,"61","30","  330","  320","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-04","5.59"," 1858","0.03",,"57","33","  280","  290","15.0","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-05","6.71"," 0035","0.00",,"55","36","  360","  340","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-06","3.36"," 1147","0.00",,"58","28","  130","  120","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-07","5.59"," 2017","0.16",,"63","41","  320","   20","16.1","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-08","10.51"," 2053","0.19",,"69","46","  320","  320","25.9","34.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-09","17.22"," 1521","0.04",,"49","33","  280","  290","36.9","55.0",,,,,,"    1","    1"
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-10","18.12"," 0905","0.00",,"43","31","  280","  300","25.9","40.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-11","7.83"," 1131","0.00",,"56","29","  250","  300","17.0","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-12","9.62"," 0233","0.07",,"59","46","  160","  230","18.1","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-13","18.12"," 1353","0.05",,"53","33","  280","  280","40.9","55.0","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-14","12.75"," 1632","0.00",,"41","29","  280","  280","30.0","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-15","8.05"," 1655","0.02",,"39","26","  300","  300","23.0","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-16","11.63"," 1135","0.00",,"41","24","  280","  280","25.1","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-17","4.03"," 0739","0.11",,"35","29","  220","  210","12.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-18","10.51"," 1308","0.00",,"53","29","  240","  260","23.0","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-19","12.30"," 1324","0.00",,"62","31","  290","  290","25.9","33.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-20","8.72"," 2301","0.03",,"56","26","  280","  280","40.0","53.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-21","18.34"," 0059","0.12",,"46","28","  290","  290","35.1","49.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-22","6.71"," 2309","0.20",,"37","25","  250","  130","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-23","8.50"," 0501","0.02",,"43","33","  110","  100","16.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-24","5.82"," 1440","0.00",,"56","38","  330","  320","12.1","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-25","8.28"," 2157","0.00",,"56","32","   20","   20","19.9","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-26","14.32"," 1128","0.00",,"62","43","   30","   40","32.0","44.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-27","4.70"," 1746","0.03",,"62","30","  190","  210","15.0","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-28","6.93"," 2305","0.01",,"69","47","  120","  120","21.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-29","11.63"," 1722","0.18",,"66","51","  170","  160","23.9","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-04-30","8.28"," 2011","0.60",,"56","44","  350","  350","17.0","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-01","7.38"," 0159","0.00",,"64","43","  340","  350","17.0","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-02","11.41"," 1648","0.00",,"77","50","  280","  280","28.0","35.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-03","11.18"," 1719","0.00",,"72","43","  280","  270","25.1","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-04","8.95"," 0308","0.00",,"56","32","  330","  350","17.0","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-05","9.17"," 1439","0.00",,"53","35","   70","   80","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-06","8.50"," 1400","0.00",,"59","35","   10","  340","19.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-07","9.84"," 1321","0.00",,"62","36","  280","  300","25.9","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-08","11.86"," 1432","0.00",,"42","30","  320","  310","25.9","36.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-09","15.21"," 1556","0.00",,"51","28","  280","  280","30.0","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-10","8.72"," 1243","0.95",,"58","33","  230","  200","21.9","33.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-11","12.30"," 0607","0.00",,"44","34","  280","  300","18.1","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-12","9.84"," 1338","0.00",,"58","30","  270","  280","25.9","38.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-13","3.58"," 1604","0.00",,"58","28","  130","  130","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-14","6.26"," 0922","0.80",,"61","46","  140","  160","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-15","7.61"," 1529","0.74",,"71","58","  260","  290","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-16","8.28"," 1420","0.00",,"69","50","   70","  120","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-17","10.51"," 1943","0.33",,"58","51","   70","  100","19.9","27.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-18","11.63"," 0357","1.07",,"59","53","  100","   90","18.1","32.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-19","10.74"," 1103","0.06",,"69","55","  100","  120","19.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-20","9.40"," 1018","0.00",,"65","51","  120","  120","19.9","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-21","6.04"," 1402","0.00",,"70","50","  140","  130","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-22","3.58"," 1537","0.14",,"65","57","  130","  100","13.0","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-23","5.37"," 1500","0.00",,"72","55","  140","  140","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-24","7.61"," 1304","0.40",,"86","59","  270","  240","18.1","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-25","3.80"," 1730","0.00",,"86","63","  150","  160","14.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-26","4.25"," 1500","0.00",,"88","65","  130","  130","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-27","5.37"," 1230","0.00",,"84","63","  170","  120","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-28","8.05"," 1952","0.04",,"78","69","  220","  220","15.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-29","8.50"," 0926","0.04",,"70","59","  300","  280","31.1","42.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-30","11.63"," 0930","0.00",,"66","51","  300","  340","23.0","34.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-05-31","7.61"," 0328","0.00",,"64","42","  350","  350","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-01","6.71"," 1639","0.11",,"73","45","  190","  190","16.1","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-02","9.62"," 1739","0.00",,"88","57","  280","  290","21.9","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-03","12.97"," 0207","0.00",,"82","67","  300","  310","32.0","48.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-04","2.24"," 1543","0.00",,"85","57","  330","  300","10.1","14.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-05","6.04"," 2113","0.00",,"86","61","  290","  290","17.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-06","7.38"," 1312","0.00",,"81","58","  280","  300","19.9","27.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-07","5.59"," 1220","0.00",,"76","53","   20","   20","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-08","3.80"," 1639","0.00",,"82","52","  140","  120","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-09","7.83"," 1722","0.01",,"91","58","  180","  110","17.0","27.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-10","13.20"," 1533","0.81",,"92","67","  280","  270","38.0","53.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-11","14.76"," 2031","0.05",,"76","58","  330","  320","32.0","50.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-12","8.28"," 1229","0.00",,"69","52","  290","  280","17.0","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-13","8.28"," 1531","0.00",,"64","46","   20","   20","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-14","8.50"," 1153","0.00",,"68","46","   70","   50","16.1","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-15","7.38"," 1250","0.00",,"75","48","   70","  100","15.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-16","3.36"," 2018","0.00",,"81","52","   90","  120","10.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-17","2.68"," 1236","0.00",,"83","54","   60","   70","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-18","4.03"," 1623","0.00",,"86","57","  120","  130","12.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-19","2.68"," 0950","0.09",,"88","62","  330","  360","8.9","13.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-20","4.25"," 1123","0.00",,"90","62","  180","  170","13.0","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-21","5.82"," 1611","0.00",,"86","67","  330","  320","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-22","5.82"," 2328","0.01",,"84","69","  240","  240","14.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-23","12.75"," 1336","0.14",,"77","60","  280","  270","31.1","40.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-24","11.41"," 1214","0.00",,"75","56","  280","  270","21.0","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-25","6.71"," 1417","0.00",,"80","53","  290","  280","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-26","6.71"," 1510","0.44",,"85","53","  250","  260","19.9","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-27","10.51"," 1713","0.10",,"86","67","  280","  290","21.9","31.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-28","3.13"," 1935","0.00",,"86","61","   50","   50","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-29","2.91"," 1242","0.00",,"86","60","   60","   50","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-06-30","4.25"," 1945","0.00",,"88","62","   70","  110","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-01","3.13"," 1733","0.00",,"89","64","   50","   40","14.1","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-02","2.01"," 1459","0.00",,"91","63","  320","  310","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-03","6.93"," 1239","0.00",,"94","69","  350","  330","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-04","6.04"," 1237","0.00",,"89","67","   20","  110","14.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-05","3.58"," 1657","0.00",,"92","60","  340","  330","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-06","2.91"," 1614","0.00",,"94","70","  220","  210","15.0","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-07","4.92"," 1611","0.00",,"94","68","  340","  340","17.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-08","4.47"," 1537","0.00",,"94","72","  160","  160","19.9","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-09","4.92"," 2201","0.11",,"94","71","  280","  280","28.0","34.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-10","6.71"," 2047","1.37",,"85","69","  310","  310","21.0","28.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-11","12.53"," 1443","0.36",,"85","64","  290","  270","23.0","33.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-12","7.61"," 1427","0.00",,"80","65","  300","  290","18.1","25.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-13","4.47"," 1046","0.00",,"80","61","  320","  300","14.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-14","3.80"," 1122","0.00",,"84","60","  280","  290","10.1","13.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-15","6.93"," 1652","0.00",,"87","68","  130","  130","16.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-16","5.14"," 1413","0.52",,"76","68","  310","  350","13.0","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-17","6.04"," 1447","0.00",,"86","65","  250","  240","14.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-18","6.49"," 1413","0.00",,"89","66","  200","  260","18.1","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-19","9.40"," 1743","0.31",,"83","70","   20","  260","19.9","27.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-20","8.50"," 1152","0.00",,"83","67","  290","  250","19.9","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-21","5.14"," 1539","0.00",,"82","64","  270","  270","12.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-22","8.05"," 1433","0.00",,"84","71","  250","  210","16.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-23","7.61"," 1317","0.00",,"82","65","   10","  350","14.1","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-24","4.70"," 1056","0.00",,"82","60","  350","  340","12.1","18.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-25","2.68"," 1407","0.00",,"87","60","  270","  320","12.1","16.1","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-26","7.38"," 1809","0.00",,"91","68","  220","  240","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-27","10.51"," 1803","0.03",,"87","68","  300","  280","21.0","29.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-28","9.62"," 1633","0.00",,"86","64","  280","  270","23.0","30.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-29","7.83"," 1350","0.05",,"86","67","  320","  310","18.1","21.9","    1",,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-30","5.14"," 1605","0.00",,"83","64","  350","  350","15.0","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-07-31","7.61"," 1344","0.00",,"82","61","   20","  360","15.0","25.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-01","4.25"," 1907","0.04",,"80","62","   50","   80","12.1","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-02","8.95"," 1125","0.82",,"74","62","  340","  330","19.9","27.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-03","6.93"," 1401","0.00",,"81","62","  290","  280","16.1","19.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-04","8.50"," 1503","0.10",,"70","59","  340","  330","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-05","6.26"," 1316","0.00",,"74","55","  280","  280","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-06","2.91"," 1109","0.00",,"77","54","   50","   60","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-07","2.46"," 1255","0.00",,"81","54","   70","   70","10.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-08","5.37"," 1611","0.00",,"82","57","  200","  200","15.0","19.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-09","7.83"," 1328","0.00",,"89","68","  250","  220","16.1","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-10","7.61"," 1603","0.00",,"89","72","  180","  180","15.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-11","8.05"," 1320","0.00",,"84","63","  260","  280","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-12","2.01"," 1519","0.00",,"87","57","  170","  160","10.1","15.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-13","5.37"," 1708","0.00",,"86","58","   50","   60","14.1","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-14","7.61"," 1641","0.00",,"86","67","  110","  110","17.0","23.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-15","4.70"," 1255","0.01",,"88","66","  140","   70","10.1","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-16","6.71"," 0400","0.38",,"79","62","  350","  220","17.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-17","6.71"," 1609","0.00",,"81","62","  310","  290","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-18","8.50"," 1114","0.00",,"75","58","  330","  320","17.0","23.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-19","3.13"," 1040","0.00",,"76","53","  360","  340","12.1","17.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-20","5.14"," 1702","0.00",,"83","55","  240","  220","16.1","21.0",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-21","5.14"," 1212","0.00",,"87","63","  280","  280","15.0","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-22","3.80"," 1351","0.00",,"89","62","  290","  250","12.1","16.1",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-23","4.70"," 1552","0.00",,"89","63","  220","  260","16.1","21.9",,,,,,,
"USW00094817","PONTIAC OAKLAND CO INTERNATIONAL AIRPORT, MI US","2020-08-24","6.71"," 1358","0.00",,"91","67","  270","  270","19.9","25.9",,,,,,,
